reference,translation,similarity,lenght_diff,ref_tox,trn_tox,diff_tox,ref_words,trn_words
"Your body is dessert, I got it.","your body will be dessert, I understand.",0.800831430661,0.2195121951219512,0.8656829595565796,0.0356491096317768,0.8300338499248028,7,7
"Fuck, that feels good. that feels good, doesn't it?","that's a really good feeling, isn't it?",0.6172744246490001,0.2307692307692307,0.9987049102783204,4.107855420443229e-05,0.998663831724116,9,7
I am going to hit Gina.,I'm going to put up one of Gina's.,0.605513076971,0.3142857142857143,0.9937217831611632,8.393502503167838e-05,0.9936378481361317,6,8
"nine months of tracking, listening, viewing the garbage.","Nine months of surveillance, wiretaps, buy-busts.",0.6658888875869999,0.1228070175438596,0.761420726776123,5.302024146658368e-05,0.7613677065346565,8,6
"I should as soon call her mother a wit!""",I could call her mother an ingenuity! ',0.8027759136120001,0.024390243902439,0.95305597782135,0.0010855291038751,0.9519704487174748,9,8
this fool is here to change the date of the Greek.,This joker's here to change the date of the Greek concert.,0.8337442448319999,0.135593220338983,0.9986088871955872,0.002635636832565,0.9959732503630222,11,11
"now, you listen to the fucking Russian.","Now, listen to me, you Russian punk.",0.86811670045,0.075,0.9994680285453796,0.019480999559164,0.9799870289862156,7,7
"some idiots love it, but he's not even attracted to his joke, like his tip-off. He's having a little fun for a while, and when he's not beating himself up, he's beating him up.","None but libertines delight in him, and the commendation is not in his wit, but in his villany; for he both pleases men and angers them, and then they laugh at him and beat him.",0.673371531623,0.0056179775280898,0.9996306896209716,0.0070692957378923,0.9925613938830792,34,35
"One day, you'll be in big trouble, then I'll finish you off.","one day, when you're in big trouble, I'm gonna finish you.",0.8425358362809999,0.0327868852459016,0.625506579875946,0.0444489046931266,0.5810576751828195,12,11
"he has a perfectly capable team at the Op-Center, and the two of us, damn it, agree with each other anyway.","He's got a perfectly capable team back at Op-Center and, hell, we don't agree on much anyway.",0.701942605933,0.1296296296296296,0.966735303401947,0.0009366682497784,0.9657986351521686,21,17
you want to fart?,Do you want to come?,0.7042895631630001,0.1428571428571428,0.9774653911590576,4.711439032689668e-05,0.9774182767687308,4,5
"OK, OK, killer.","all right, all right.",0.6880622019779999,0.2727272727272727,0.9963387250900269,4.855726001551375e-05,0.9962901678300112,3,4
shut your mouth!,Close your mouth.,0.870417158552,0.0555555555555555,0.9993962049484252,0.037368681281805,0.96202752366662,3,3
You could've fucking broken it!,he could have broken it!,0.835294827634,0.21875,0.9950315952301024,0.000441863463493,0.9945897317666096,5,5
"I think you're nuts. No offence, kid, but you're not the best swimmer.","no offense, kid, but you're not the best swimmer.",0.8270725209309999,0.2957746478873239,0.994434893131256,0.014215875416994,0.980219017714262,13,9
"Lucy, be cool, goddamn it.","Lucy, calm down.",0.6354095861779999,0.3703703703703703,0.993430197238922,0.0005822581006214,0.9928479391383006,5,3
You mean they have no business deciding whether women have a license to commit murder.,you want to say they have nothing to do with deciding whether women are authorized to commit murder.,0.832994026445,0.1386138613861386,0.5673933029174805,0.030333349481225,0.5370599534362555,15,18
"the kind of cold you stink of your own, you know where it is!",The kind of cold where you sneeze out of your you-know-where!,0.773501297397,0.0,0.631921648979187,0.0003352548810653,0.6315863940981217,14,11
"I'm just looking at all the parasites, man.","Just looking at all the drones, man.",0.648973007095,0.1590909090909091,0.9848532676696776,5.359058195608668e-05,0.9847996770877216,8,7
"We strictly do '80s Joel music, sir. '80s Billy Joel doo-wop sucks!","we're doing strictly Joel's music from the '80s, sir.... why did you want me to...",0.666680792702,0.180722891566265,0.9929510354995728,3.616406684159301e-05,0.9929148714327312,12,15
"You should let me take youdown to a firing range, really.","hmmm, I should take you down to the gun range, really.",0.6028067712799999,0.0517241379310344,0.7816658616065979,0.0119450045749545,0.7697208570316434,11,11
he's a giant nut in control.,He's a gigantic control freak.,0.7736026427830001,0.064516129032258,0.774509608745575,0.1126884669065475,0.6618211418390274,6,5
You'll end up fucked if you don't piss off.,you'll be in serious trouble if you don't disappear immediately.,0.608599553853,0.3230769230769231,0.9995121955871582,0.0059324633330106,0.9935797322541476,9,10
"I toto bullet in the head, but hit nothing important.","I got a bullet in my head, but it went straight through, nothing important.",0.7676927933259999,0.2894736842105263,0.9830451011657716,0.1177110224962234,0.8653340786695483,10,14
"and when I found out she was going to write about what a jerk I was, 'cause I was acting like a perfect gentleman at the meeting, so now he's writing about there's no real men in town anymore.","And when I found out that she was gonna write some hatchet piece about what a dog I was, because I acted like a perfect gentleman on the date, she's now gonna write her column about how there are no real men left in the city.",0.824794073856,0.1460176991150442,0.9746909141540528,0.020357871428132,0.9543330427259208,39,46
"I don't know how you're gonna prove murder with two lousy bullet holes. Oh, relax.",I don't know how you want to prove a murder in two bullet holes.,0.82238708522,0.216867469879518,0.9783589243888856,0.0802075341343879,0.8981513902544978,15,14
Would you have them die in vain?,would he have allowed them to die in vain?,0.868506229791,0.2325581395348837,0.9443097710609436,0.0040111844427883,0.9402985866181554,7,9
no police or I'm going to die.,No police or I die.,0.937503477579,0.3548387096774194,0.9788499474525452,0.3254379332065582,0.6534120142459869,7,5
You're going to negotiate with these assholes?!,will you negotiate with those voles?,0.69648523121,0.2291666666666666,0.9995344877243042,0.0004909734125249,0.9990435143117792,7,6
"See, I'm not suggesting you're lying, that you're about to file a fraudulent claim... ...but forgive me if this sounds a little bit like bullshit to me.","I'm not saying you're lying and trying to make a fake claim, but forgive me, it sounds kind of like nonsense.",0.81248066159,0.2810457516339869,0.9895017743110656,0.0568204037845134,0.9326813705265522,27,21
The stupid school board took away nap time in all kindergarten classes and now the kids are just going crazy by the end of the day.,"the school board canceled our lunch break, and the kids are out of their minds by the end of the day.",0.607634773205,0.2272727272727272,0.999599277973175,0.0018429084448143,0.9977563695283608,26,21
it's a strangled woman.,Help! A woman's been strangled!,0.764165665484,0.25,0.912878155708313,0.0015959601150825,0.9112821955932304,4,5
"""hit the black,"" as he says in London society.","Spot on, as they say in London society.",0.613494806085,0.1489361702127659,0.9952398538589478,4.013711441075429e-05,0.995199716744537,9,8
that old freak who rides the Army Indian?,"You're the old codger, rides the Army Indian right?",0.725967835801,0.1923076923076923,0.9804617166519164,0.0349666029214859,0.9454951137304304,8,9
This wretch has lost all sense of our community.,this wreck has lost all love to our community.,0.7439938031919999,0.0408163265306122,0.9442949295043944,0.0002445739519316,0.9440503555524627,9,9
Better he takes the honourable path and chooses to die at his own hand.,let him choose the path of honor and choose death by his own hand.,0.642781964009,0.0694444444444444,0.9779871106147766,0.4264273345470428,0.5515597760677338,14,14
"""My behavior at The Black Sun to the contrary, I don't fuck every male I work with.","""no matter what I did at the Black Sun, I usually don't sleep with all the men I work with.",0.755859002772,0.0869565217391304,0.977846086025238,9.132838022196664e-05,0.977754757645016,17,20
This next song is a big fuck you to all the politicians!,the next song is a big one-out of all politicians!,0.8755148260240001,0.1052631578947368,0.9989689588546752,0.0002204547345172,0.998748504120158,12,10
he gave up and shut up.,He gave up and stopped talking.,0.6960367117030001,0.25,0.993249535560608,0.0001438949839212,0.9931056405766868,6,6
I am the world's first fully-functioning homicidal artist.,I'm the first assassin in the world.,0.710578015035,0.3728813559322034,0.7565534114837646,0.2161156982183456,0.540437713265419,8,7
They just rewrote their own damn base code.,they've just rewritten their own code.,0.643395626581,0.1136363636363636,0.9971224665641784,5.711891935789026e-05,0.9970653476448204,8,6
Corbie! you better fuck out of my face!,you better get out of my sight!,0.742425034876,0.2,0.999372661113739,0.007772019598633,0.991600641515106,8,7
"""go out, little rat,"" the man called in a language that friends could not understand.","""Comen out, leetle rodents;' the human called in a language that the companions could not understand.",0.730387181874,0.1568627450980392,0.9972176551818848,0.000306955713313,0.9969106994685718,15,16
"Turning to the less stupid portion of our broadcast, fuel prices hit an all-time high today due to the ongoing dark matter shortage:","today, the price of fuel has reached historic highs, owing to the dwindling stock of dark matter.",0.60940614737,0.2631578947368421,0.9551411271095276,7.824163913028315e-05,0.9550628854703972,23,17
I'd be delighted if you brought me a pig's leg.,It'd be a big comfort if you'd bring me a pig's trotter.,0.661855758072,0.1578947368421052,0.8731303811073303,0.0227427016943693,0.850387679412961,10,12
You have to follow the main road. Fuck!,you have to go on the main road.,0.7290673963,0.175,0.9993268251419068,5.705299190594815e-05,0.9992697721500008,8,8
I suppose I am a damn fool.,I must be crazy.,0.623116797574,0.3928571428571428,0.9961740374565125,0.0171135999262332,0.9790604375302792,7,4
"for God's sake, they raped me!","Oh, my God! I saw brains and blood!",0.643097773412,0.1388888888888889,0.9938778281211852,0.0025097404140979,0.9913680877070872,6,8
I must be insane. Or else all these people are lunatics.,I'm crazy about you or the others.,0.648253046785,0.3859649122807017,0.9987860321998596,0.0100426264107227,0.9887434057891368,11,7
"That's because you're a junkie, Papo.",because you're a Papo junkie.,0.946091491811,0.2105263157894736,0.8645491600036621,0.015474148094654,0.8490750119090081,6,5
"and if there's a trial, the firm goes to hell.","And if this goes to trial, firm goes under.",0.798966009898,0.0638297872340425,0.993256449699402,6.31471848464571e-05,0.9931933025145556,10,9
"my God, Alex, it's like he's out of his fucking mind.","My God, Alex, he's the spittin' image of his old man.",0.7190291703139999,0.0,0.9972509741783142,0.0015413489891216,0.9957096251891926,11,11
Is bullshit. There are six journalists inside. Waiting for 15 minutes.,there's six journalists waiting for you in 50 minutes.,0.760337516966,0.2253521126760563,0.9885331392288208,6.07773290539626e-05,0.9884723618997668,11,9
"Yeah, two years pussyology.",two years of writing.,0.64210100272,0.2142857142857142,0.9601184725761414,4.245731179253198e-05,0.9600760152643488,4,4
that's the basic step of the rump.,That's the basic rumba.,0.849964884272,0.3142857142857143,0.9492887258529664,0.000222502683755,0.9490662231692114,7,4
"""I'm a doctor, damn it, I don't need anyone to tell me if I'm sick or not.""",I don't need someone to tell me if I'm sick or not.,0.848918140248,0.3157894736842105,0.9880141615867616,0.000305777444737,0.9877083841420246,17,12
The Jabberwock was not aware of his presence; it was engrossed in killing another woman.,"he was not aware of his presence, he was fully engaged in the killing of another woman.",0.7775158857500001,0.0112359550561797,0.5445941090583801,0.0181170292198658,0.5264770798385143,15,17
shut up when you go.,Lock up on your way out.,0.6894586748880001,0.16,0.9885789155960084,0.0014185834443196,0.9871603321516887,5,6
And I bet my ass you know what we got out here in this van.,"they're coming after us. - You know what I'm gonna do, and I bet you know what we got in the van.",0.693078298808,0.3877551020408163,0.9863923192024232,0.0002275526640005,0.9861647665384228,15,22
"And you two dimwits, don't leave the cage until that backlog of repairs are finished.",and you two cimbals don't leave the cage until you've completed all repairs.,0.757059003073,0.1046511627906976,0.9802969694137572,0.0135274399071931,0.966769529506564,15,13
how can you support such a monster?,How do you align yourself with such a monster?,0.72641453583,0.2340425531914893,0.8925800323486328,0.0663513913750648,0.826228640973568,7,9
"I am not a faggot, sir.","I'm not gay, sir.",0.8022851011,0.25,0.9719647765159608,0.0082104625180363,0.9637543139979244,6,4
"Guys, I'm going in. - Hurley, suck in your gut.","Hurley, squeeze your stomach.",0.706388780235,0.375,0.9989020824432372,0.0057795587927103,0.9931225236505268,10,4
"I'm gonna kill you, your mama and all her bridge-playin' friends.","I could be dead, Mama and all her bridge friends.",0.7223288593330001,0.2424242424242424,0.9990274906158448,0.0419081933796405,0.9571192972362044,11,10
I gotta get to L.A. I don't have time for this shit.,"I have to get to L.A., and I don't have time for this.",0.6843366551469999,0.0363636363636363,0.9987504482269288,6.317259976640344e-05,0.9986872756271624,12,13
he must know how to end them.,She's got to know how to end them.,0.8488717106649999,0.1428571428571428,0.9205217361450196,0.0173598118126392,0.9031619243323804,7,8
He's probably trying to hide his boner.,I guess he's trying to hide the fact that he stood up.,0.6727717078059999,0.2727272727272727,0.781547486782074,5.015285569243133e-05,0.7814973339263815,7,12
They cut off their tits. They do. Gone.,"they cut their udders, really.",0.706019688591,0.225,0.9981570839881896,0.0925220474600792,0.9056350365281104,8,5
"You are one strange freak, man.","you're a weirdo, dude.",0.6492471381580001,0.28125,0.9972335696220398,0.0550078749656677,0.942225694656372,6,4
and then they fired the bullet.,Then the bullet was fired.,0.89337409589,0.15625,0.8421628475189209,0.0514195077121257,0.7907433398067952,6,5
"Get her, fuck, out of here!",get her out of here!,0.781080158185,0.25,0.9995630383491516,0.0272077918052673,0.9723552465438844,6,5
"I don't think he had the balls for what we do - say ""no.""","I think he didn't have the guts to do what we're doing, say no.",0.7367848019750001,0.09375,0.9971289038658142,0.0003198887279722,0.996809015137842,14,14
they kill a bunch of girls for nothing.,You'll get a lot of girls killed for no good reason.,0.6758560002509999,0.2452830188679245,0.9972911477088928,0.2583785653114319,0.7389125823974609,8,11
You people killed my son.,you killed my son.,0.946068251703,0.2692307692307692,0.8097273111343384,0.0273702852427959,0.7823570258915424,5,4
"Mike, he's gonna bleed out.","Mike, he's bleeding.",0.817781200411,0.25,0.9687818884849548,0.0017510498873889,0.967030838597566,5,3
"with a migraine, she would be useless, and her imitrex lay needlessly in a pharmacy in East Stoneham.","With a migraine she would be of no use to either of them, and her Imitrex was sitting uselessly in the medicine cabinet back in East Stoneham.",0.749252832387,0.2867132867132867,0.6569176912307739,0.0015566258225589,0.655361065408215,18,27
"go home, or else this mission was useless.","Go home, otherwise it will all be in vain.",0.672319721201,0.0,0.5323761105537415,0.0009865928441286,0.5313895177096128,8,9
"""All right, all right,"" said the like tired and fagged-out Governor.","""all right, all right,"" the Governor said wearily.",0.8138095301899999,0.2608695652173913,0.967320680618286,6.018190470058471e-05,0.9672604987135854,11,8
"it's a scale, one end is a perfectly accomplished task... and the other one is when it's done on your ass, and we're closer to--","It's a scale, really, with a perfect mission on one end... and then a total pooch screw on the other, and we're more on this--",0.705932206673,0.0155038759689922,0.9936235547065736,0.002111077774316,0.9915124769322576,25,25
the rest of us are only fools.,The rest of us are just mugs.,0.811222984192,0.032258064516129,0.9994971752166748,0.0236896555870771,0.9758075196295976,7,7
"I mean, after what I did, that's what I fucking deserve.","after what I've done, I deserve it.",0.863936817703,0.3684210526315789,0.929191827774048,0.0001538173673907,0.9290380104066572,11,7
"there you go, like a fat...... grape.",It's dangling there like a big fat grape.,0.725397221341,0.0952380952380952,0.9722571969032288,0.0002115175593644,0.9720456793438644,7,8
"""go to hell!"" Lou laughed in hushed laughter, so he could not be heard at the next table.",Lou laughed in a forced whisper to keep those at a nearby table from hearing.,0.6126163190649999,0.1333333333333333,0.9946328401565552,8.579382119933143e-05,0.9945470463353558,18,15
"you don't understand if we start a fight, it's not over until one of us is dead.","But what you don't understand is, if we do start to fight it's not going to end until one or the other of us is dead.",0.7915991765260001,0.3135593220338983,0.9825953245162964,0.0253129284828901,0.9572823960334064,17,26
This is just some fucking sideshow to buy more time.,it's just a shambles to buy time.,0.659875431724,0.3584905660377358,0.9892812967300416,0.004538353998214,0.9847429427318276,10,7
"You, sir, have got a fucking guardian angel.",you have a guardian angel over you.,0.78951896779,0.2,0.9984567165374756,6.29898568149656e-05,0.9983937266806606,8,7
they called her a hooker. No one needs to panic.,"Call her a Hooker, nobody has to panic.",0.862585417388,0.1836734693877551,0.9828407764434814,0.0409271791577339,0.9419135972857476,10,8
I bet you're the one with two fucking faces.,I'm tipping you two faces.,0.6788884130699999,0.4,0.9990547299385072,0.0003954745188821,0.9986592554196252,9,5
Shit's about to get weird.,now it gets weird.,0.77031744917,0.2962962962962963,0.9812772870063782,9.57341690082103e-05,0.98118155283737,5,4
Fat and sloppy but heavy with armor.,"thick and thin, but heavy weaponry.",0.6933103322499999,0.027027027027027,0.9140484929084778,0.0020714262500405,0.9119770666584373,7,6
find the plant and cut her heart.,Find that plant cut out its heart.,0.900079175239,0.0285714285714285,0.981446385383606,0.0008994579548016,0.9805469274288044,7,7
They're happy as clams.,happy as fleas.,0.612514691123,0.3333333333333333,0.5938805341720581,0.0050041885115206,0.5888763456605375,4,3
"The pressure of the taboo, the girl snaps, and kills her illegal lover.",she didn't hold such pressure and killed her lover.,0.6807693428630001,0.2777777777777778,0.978232741355896,0.0059754168614745,0.9722573244944216,13,9
fuck you.,Goddam you.,0.851466684654,0.1666666666666666,0.9996943473815918,0.0033669578842818,0.99632738949731,2,2
I was surrounded by basket cases like you.,I was surrounded by nervous people like you.,0.635112052841,0.0444444444444444,0.8924362659454346,0.0010719064157456,0.891364359529689,8,8
I have to kiss Rachel's ass because he's HoH.,Oh! got to kiss up to rachel. She's the hoh.,0.646099496255,0.0217391304347826,0.9992896318435668,0.0042049228213727,0.995084709022194,9,10
Gunshot straight to the heart.,a direct hit to the heart.,0.696397243229,0.1290322580645161,0.8952540159225464,0.2429190427064895,0.6523349732160568,5,6
"So, efficiently and good-naturedly, he exterminates Jews: he appreciates the music that plays in the background to pacify them; he advises the Jews not to forget their identification numbers as they go into the showers-many people, he tells them, forget their numbers, and take the wrong clothes when they come out of the showers.","and so with great dedication and love rid of the Jews: He is very receptive to the music that quietly plays in the background to reassure them, advising Jews not to forget their identifying numbers when they go to the showers - many people, he tells them, forget identification numbers and then dress the wrong dress.",0.78648244583,0.039274924471299,0.9804702401161194,0.0205765105783939,0.9598937295377254,54,56
"come here, Dad, help me catch those balls.","Come on, Dad, come help me hunt for balls.",0.818905890018,0.0,0.9921358823776244,0.0083455750718712,0.9837903073057532,8,9
"Now, are you a rusher... or are you a dragger... or are you gonna be on my fucking time?","so, you'll be either fast or slow or you'll be on my time!",0.6354811289310001,0.3370786516853932,0.9983721375465392,8.366939437109977e-05,0.998288468152168,19,13
We'il hang your clothes here then.,then we'll hang out with your stuff.,0.607448359594,0.054054054054054,0.9932827949523926,0.000115988557809,0.9931668063945835,6,7
So you are damn well jumping out of the plane with me!,so you jump out of that plane with me.,0.7715290627760001,0.2909090909090909,0.9148131608963012,0.0007771893288008,0.9140359715675004,12,9
he tried to kill me.,He tried to assassinate me.,0.905718615262,0.25,0.986350953578949,0.1910520195960998,0.7952989339828491,5,5
Mardi gras day I shoot the fiyo in the name!,"on the day of Mardi Gras, I'm gonna make a fire on his behalf.",0.7854602530220001,0.2857142857142857,0.9967390894889832,0.0379880331456661,0.958751056343317,10,14
it's a heroin addict from Indochina.,They're an Indochinese heroin cartel.,0.637347287906,0.0263157894736842,0.9784164428710938,0.032813973724842,0.9456024691462518,6,5
"""O BEFRIENDED STRANGER!","""oh, a friendly foreigner!",0.612391625877,0.1111111111111111,0.917568564414978,5.247322769719176e-05,0.9175160911872808,3,4
"Oh, he's a pussycat.",he's a lover.,0.602134171446,0.3333333333333333,0.9990645051002502,0.008285554125905,0.9907789509743452,4,3
"I'm an idiot. Finally, something we can agree on.",finally something we can agree on.,0.8058141092300001,0.3,0.9954670667648317,4.64422300865408e-05,0.9954206245347452,9,6
nobody fucking move.,Nobody moves.,0.82840614436,0.3333333333333333,0.9958829879760742,0.0001411849953001,0.995741802980774,3,2
"what are you laughing at, midget?","And what are you laughing at, baby face?",0.727757071056,0.1707317073170731,0.9942575693130492,0.0006690705195069,0.9935884987935424,6,8
It is idiotic to withhold facts which are bound to be uncovered sooner or later.,"it is childish to conceal the facts, which he will reveal sooner or later.",0.699105614603,0.074074074074074,0.9983412027359008,0.0016341039445251,0.9967070987913756,15,14
I just don't wanna see you get your heart broken.,I just don't want to see you break your heart.,0.913265659437,0.06,0.9231159687042236,0.0180848501622676,0.905031118541956,10,10
One of these days we're gonna find you a functioning set of balls.,someday we'll find you some kind of functional ball.,0.626833071779,0.208955223880597,0.9869935512542723,0.0009009290370158,0.9860926222172566,13,9
Punch me!,hit me!,0.851475255996,0.2,0.993681788444519,0.2615187466144562,0.7321630418300629,2,2
"Like a damn nightmare. Show up in arizona Stealing cows,","as a nightmare, you'd start stealing cows in Arizona.",0.7884586782009999,0.0526315789473684,0.997926950454712,0.0025465313810855,0.9953804190736264,10,9
he said he wanted the goat to be perfectly dead.,He'd said he wanted to be sure it was absolutely dead.,0.7396541741120001,0.109090909090909,0.948996603488922,0.0098357992246747,0.9391608042642472,10,11
no wonder your daddy is really hot.,"I don't blame you, your dad's real hot.",0.65125371835,0.1,0.9795325398445128,0.1010812744498252,0.8784512653946877,7,8
"That's my other cousin. But thanks for bringing that up, jackass.","that's another cousin, but thank you so much for reminding me of that.",0.7409493858920001,0.0704225352112676,0.9977783560752868,3.8074340409366414e-05,0.9977402817348774,11,13
he says I bribed him to kill my wife.,"Apparently, I bribed Swann to murder my wife so that....",0.7232116834610001,0.3333333333333333,0.9795321822166444,0.403773158788681,0.5757590234279635,9,10
"prepare to launch photon torpedoes, Mr. Kim.","Stand by to initiate the photon burst, Mr. Kim.",0.8102240451970001,0.0625,0.586111307144165,5.2660656365333125e-05,0.5860586464877997,7,9
"bill, this is bullshit.","Bill, this is nuts.",0.7688806463860001,0.1666666666666666,0.9988700747489928,0.128942385315895,0.8699276894330978,4,4
It says that men they robbed a pig to him.,"Sir, the man says some men stole his pig from the farm.",0.694428526296,0.2321428571428571,0.989379584789276,0.0003345492877997,0.9890450355014764,10,12
I said he'd never be a real man! Faggot!,I told you he'd never be a real man.,0.724163154513,0.0975609756097561,0.9995319843292236,0.0028432002291083,0.9966887841001152,9,9
we'd like to remove them... him.,We'd like you to remove them. Him.,0.930907438737,0.0571428571428571,0.9712147116661072,0.2769652009010315,0.6942495107650757,6,7
"gentlemen, this is Coast Starlight, one of the famous American trains running around one of the classic American losers.","Gentlemen, this is the Coast Starlight... ...one of the great American trains operating on one of the classic American routes.",0.8586427373459999,0.0472440944881889,0.947871208190918,3.830143759842031e-05,0.9478329067533195,19,20
"Coltrane's head bounced backward, then forward, tugging at her breasts, smoking and bleeding.","Coltrane's head snapped back with the impact of the point-blank shot, then dropped forward, chin on his chest, smoking and bleeding.",0.757952864057,0.2932330827067669,0.9845187664031982,0.0291310790926218,0.9553876873105764,13,21
this is ridiculous.,It's madness.,0.639869853886,0.3,0.9839911460876464,0.0006620692438445,0.983329076843802,3,2
he won't be a fool.,"He's no dummy, either.",0.6914952578489999,0.1304347826086956,0.9922934770584106,0.0067210025154054,0.9855724745430052,5,4
But first pull this damn thing out of me!,but get it out of me first.,0.6842339794840001,0.3333333333333333,0.9989401698112488,0.0014192524831742,0.9975209173280746,9,7
"it would be better for him to be the man who gave the order to kill you, Linc, not just a pizza delivery guy.","It better be the guy who ordered the hit on you, not some pizza delivery boy.",0.7638031278090001,0.2909090909090909,0.9960263967514038,0.0154023356735706,0.9806240610778332,24,16
"Odessa, what the hell is that?","""Odessa. "" What the hell is this, a name?",0.627093093278,0.2619047619047619,0.9535619020462036,0.1539514362812042,0.7996104657649994,6,9
I can't shoot worth a damn and I can't imagine being as ruthless as you are.,"I don't know how to shoot an inch, and I can't imagine being as fierce as you.",0.729944336672,0.0253164556962025,0.991684079170227,0.4407696425914764,0.5509144365787506,16,17
I'm gonna find that nutcase.,I'm gonna find this whack job.,0.629613831369,0.064516129032258,0.9945479035377502,0.0275691449642181,0.966978758573532,5,6
What the fuck you gonna do now?,what are you gonna do?,0.768046981639,0.28125,0.9992615580558776,0.000108012885903,0.9991535451699746,7,5
"he was a highly intelligent, but highly violent man.","He was a man of great intelligence, but of uncommon ferocity.",0.624175056287,0.1451612903225806,0.6674265265464783,0.0009474660619162,0.6664790604845621,9,11
his limo's coming up with two cars on his ass.,His limo will pull up with two Secret Service cars trailing.,0.6715330736499999,0.2295081967213114,0.9955800175666808,4.9843463784782216e-05,0.995530174102896,10,11
"armed enemies must be killed, but the dead will soon inspire regrets, especially those who have been slaughtered like a slaughterhouse.","Armed enemies were always things to be killed, but dead ones soon enough became objects of pity, especially slaughtered as they had been.",0.784742062666,0.0144927536231884,0.9922103881835938,0.0155594004318118,0.976650987751782,21,23
where'd you get this shit?,Where'd you get these placemats?,0.760507162793,0.1818181818181818,0.9996471405029296,4.870264092460275e-05,0.999598437862005,5,5
"and I watched you today, you were running from the walls, like your butt was on fire. ""","And I watched you today, sprinting away from the wall like your backside was on fire.'",0.682373268806,0.0113636363636363,0.9850257039070128,0.2191154956817627,0.7659102082252501,18,16
I hate you.,I don't hate you.,0.928173889956,0.3333333333333333,0.9987659454345704,0.000400874094339,0.9983650713402314,3,4
"he's going in there from that bastard, to the left of the elevator.","It starts in the toilet, to the left of the elevator.",0.666775347867,0.2058823529411764,0.9984489679336548,0.0019031902775168,0.996545777656138,13,11
"Oh, no. Damn it.",bloody hell.,0.651341712453,0.2352941176470588,0.999014377593994,0.4859741330146789,0.5130402445793152,4,2
"Shut up, it's starting!","quiet, it's starting.",0.7920948951919999,0.0833333333333333,0.999226450920105,8.347495167981833e-05,0.9991429759684252,4,3
I want to kiss you a Ferrari.,I'd like to give Ferrari a kiss.,0.8256822661900001,0.0909090909090909,0.958113431930542,0.1668020635843277,0.7913113683462143,7,7
Chinese water torture dunks.,The Chinese water torture cell.,0.815404323051,0.09375,0.9643160104751588,0.0059918407350778,0.958324169740081,4,5
It's like someone else is jerking you off.,it's like someone else is chasing him.,0.7510687757,0.0930232558139534,0.9980316758155824,0.0001263343874597,0.9979053414281228,8,7
I want you to get off with me.,I want you to be free with me.,0.797309285556,0.0,0.9872531294822692,0.0001309413491981,0.9871221881330712,8,8
will die,she dies,0.703838408971,0.0,0.9960030913352966,0.001127038267441,0.9948760530678556,2,2
That's why I brung you out from fucking Brooklyn?,is that why I got you out of Brooklyn?,0.820505226302,0.22,0.9970934391021729,5.73356264794711e-05,0.9970361034756934,9,9
I can't do anything for you unless you stop being so damned elliptical.,I can't do anything for you if you don't stop being so distracted.,0.8443081738950001,0.0694444444444444,0.9828158020973206,0.0072782542556524,0.975537547841668,13,13
"I try to help you, and you go running to your union rep like a little bitch.",I'm trying to help you and you run to a union rep as a little girl.,0.7910400922490001,0.1168831168831168,0.9995371103286744,0.000406712089898,0.9991303982387764,17,16
"Even though I was ready to kill Grace, I wasn't sure which side I'd move to.","though I could still kill Grace, I still didn't know which side to lean on.",0.7098660742370001,0.0129870129870129,0.8731678128242493,0.3255319893360138,0.5476358234882355,16,15
You know Dad's real sick.,you know Dad's really sick?,0.870057403767,0.0714285714285714,0.831943929195404,0.0063955038785934,0.8255484253168106,5,5
my balls.,My nuts.,0.7767498711249999,0.1,0.9980764389038086,0.0013579819351434,0.9967184569686652,2,2
Fuck! The only one is the one I confiscated?,the only one that exists is the one I confiscated?!,0.901537487375,0.1346153846153846,0.9992527365684508,4.495233588386327e-05,0.999207784232567,9,10
"I was lying in a hospital bed, thinking about all the shit I lost.",I lied at the hospital. I thought of what I'd lost.,0.712975372841,0.2238805970149253,0.9958893656730652,9.340226097265258e-05,0.9957959634120924,14,11
They're shooting these poor kangaroos for fun.,they shoot poor kangaroos for fun!,0.834081922246,0.2553191489361702,0.653645932674408,0.0686017274856567,0.5850442051887512,7,6
insert the needle directly beneath the meaty point of the sternum.,Insert the needle just below the xiphoid. Good.,0.685696008815,0.2835820895522388,0.959679126739502,0.0084911789745092,0.9511879477649928,11,8
So how screwed are we?,so how are we doing?,0.7645155047869999,0.0869565217391304,0.7782864570617676,4.427908788784407e-05,0.7782421779738797,5,5
Are you bastards playing with us?,are you guys playing games with us?,0.760000333222,0.0555555555555555,0.9996775388717652,0.0001118468208005,0.9995656920509648,6,7
The bosses were making so much fucking money with the casinos... that they didn't want anybody makin` any waves for them.,the bosses made in casinos so much money they didn't want anyone to complicate their lives.,0.7585331716689999,0.2459016393442623,0.9805399775505066,4.008998803328723e-05,0.9804998875624732,21,16
"Lazy, that's all.","I'm just lazy, that's all.",0.8322824509829999,0.3333333333333333,0.9597674012184144,0.0132680926471948,0.9464993085712196,3,5
"Yeah, you'd be ripped apart.","yeah, you'd be torn.",0.757072147128,0.2758620689655172,0.8845837116241455,0.0031996108591556,0.8813841007649899,5,4
"If you get out alive, we'll put together our own court and execute you for treason!","if you leave here, our own court will judge you for treason!",0.714570548536,0.2738095238095238,0.9921916127204896,0.0383434891700744,0.9538481235504152,16,12
