reference,translation,similarity,lenght_diff,ref_tox,trn_tox
I wonder if that's the same Frank Deverell... that came and thanked me... for not shooting his son in the goddamn head.,is it the same Frank Deverell who came to thank me for not shooting him?,0.646443846413,0.3916666666666666,0.9992689490318298,0.0002244255592813
"Lot of superfluous women in the world!""",there's a lot of surplus women in the world! ',0.8127302566050001,0.1489361702127659,0.9685624241828918,0.0018823695136234
I thought she had been having sex with Toby for a long time.,I thought she was sleeping with Toby.,0.6806672270149999,0.3770491803278688,0.7852063775062561,0.0001824017381295
"That you're sick of people bothering you,",that you're sick of the people here.,0.7554105026219999,0.119047619047619,0.0054518054239451,0.7658243775367737
"I went dark, and I killed Merl.",I became dark and killed Merla.,0.902578916585,0.0,0.9647629261016846,0.1304416209459304
"Well, Mr. William Hendershot... ...what if I was to sayyou was a no-good liar?","okay, Mr. William Hendershot...... what if I told you that you fucked up a fucking, dirty liar?",0.67902850725,0.1770833333333333,0.0566861219704151,0.999669909477234
"The Japanese developed a fool-proof technique, but the only way to teach it is to pick up a chick - and place it in either the male or the female bin.","the Japanese developed this crazy technique, the only way to learn to pick up the chicken and put it into a male or female basket.",0.748494504036,0.1324503311258278,0.9411876797676086,0.0112582361325621
I already got him to eat his vegetables and make pee-pee in the toilet.,and I already convinced him to eat his vegetables and pee.,0.797734072069,0.1805555555555555,0.7085135579109192,0.0124779073521494
They are horrible.,they're terrible.,0.933113758046,0.0526315789473684,0.9725831151008606,0.0733311921358108
"I'll grind the bones of everyone you ever cared about, Jack.","sharpen the bones of everyone you ever cared about, Jack.",0.859000747245,0.0491803278688524,0.9943512678146362,0.0135670099407434
"Goody Two-shoes-man, try seeing the world without your glasses.","holy shit, try not to look at the world without glasses.",0.7143544394079999,0.109375,0.0003414183447603,0.998045802116394
If anyone tries to take a picture you go fucking Sean Penn on them.,"if anyone tries to take your picture, play on Sean Penn.",0.8517046199320001,0.1617647058823529,0.9983545541763306,0.000764473748859
Is that a bum?,is he an idiot?,0.7313675883040001,0.0625,0.0512236356735229,0.999596893787384
"At first I told myself that it was not, since my sick brain (if it really was sick) would create the illusions I demanded of it.","at first, it seemed to me that I did not, for my sick brain (they rode really sick) would produce all sorts of illusions I would want from him.",0.8129208761839999,0.1041666666666666,0.9555032849311828,0.0451504252851009
"Knitting, damn it.","knitting, hell of a job.",0.8076727543979999,0.24,0.9976582527160645,0.0366700328886508
"Dr. Ted Mercer, the man who actually teared up watching that Justin Bieber documentary?","sweet, silly Dr. Ted Mercer, the guy who slotted out while he was looking at Justin Bieber's documentary?",0.784458634041,0.1698113207547169,4.89666526846122e-05,0.9383679628372192
"At that moment, I realized that I was really a coward in front of the girl I liked.","I realized then that in front of a girl I really liked, I was really a coward.",0.914069406193,0.0595238095238095,0.920457124710083,0.2755793631076813
The Recycle Bin on %1!ls! is corrupted.,trash on drive% 1! LS! Is corrupt.,0.8601431550390001,0.125,0.0001998832594836,0.9987809062004088
"I don't want to understudy anybody, especially that little pimp.","I'm not going to spare anyone, especially the pimp.",0.6994955924449999,0.2,0.9628611207008362,0.0053259138949215
Was a wicked good sax player.,he was a damn good sax.,0.691239045838,0.2,0.0019393971888348,0.5205038785934448
"I'm too dumb to put the whole picture together yet, but she fires up two cigarettes and hands me one, and I taste her lipstick on it.","I'm too dumb to put it together myself, but... he fires two cigarettes and gives me one, I feel her lipstick on me, and all of a sudden my heart is beating so hard I can't hear anything.",0.750679861607,0.2834224598930481,0.9907786846160888,0.423418790102005
All I'm hearing is trumpets and asses.,all I can hear is trumpets and butts.,0.8603959849789999,0.0256410256410256,0.9958958625793456,0.0471805147826671
What the fuck is that?,what's going on?,0.636754912968,0.2608695652173913,0.9993182420730592,4.528250792645849e-05
I'm not obsessed with white people.,I don't like white people.,0.7780949699099999,0.25,0.0372400432825088,0.9973620772361756
Hey fatty.,"hey, fat boy.",0.7583655588789999,0.2142857142857142,0.006626306567341,0.9994717240333556
"And then the kindly Mexican gentlemen I thought were helping me suddenly pull out guns and try to kill me. I'm running for my life,",and then that Mexican gentleman I thought was helping me pulled a gun and tried to kill me.,0.7987323845450001,0.303030303030303,0.1520161032676696,0.984521210193634
"Maybe the spirit was willing. Saturday night, he'd had a skinful. Tried to have his way.","maybe he was going to do it... Saturday night, he put some of them on his balls and tried.",0.632376154407,0.0219780219780219,6.68662614771165e-05,0.989526867866516
I'll do it. Rats are clever.,"look at the rats, they're smart.",0.697290569454,0.1212121212121212,0.0055410736240446,0.7042897343635559
"And you are the newsboy, the violator and orange cultivator.","and you're the kamelot, rapist and orange farmer.",0.774700599848,0.180327868852459,0.0457961931824684,0.9994131326675416
"""What's the meaning of coming to me at this time of night?""","""are you crazy to hit me like this at this time of night?""",0.704185110197,0.0166666666666666,4.023840301670134e-05,0.9954925775527954
It's time to start thinking about the plight of the Jews.,you should start thinking about oppressing the Jews.,0.7043026665459999,0.0862068965517241,0.0018492697272449,0.9936779141426086
"Yeah, well, it's back on the fucking table, Boo-Boo, because we got no goddamn choice.","yeah, well, it's back in the game, Boo-Boo, because we don't have a choice.",0.699442678216,0.1264367816091954,0.9989194869995116,0.0001006982492981
It sucks for my ego.,it's my ego.,0.7952271921430001,0.3809523809523809,0.9911324381828308,0.0009864574531093
"The Daybreak Boys catch us, they'il slit our throats.",the Daybreak Boys will catch us and cut us.,0.6009574788090001,0.1851851851851851,0.9938672184944152,0.027801027521491
You treat people who try to have friends like dirt.,"you treat people what they want to be your friends, like with a piece of shit.",0.7197663061990001,0.3417721518987341,0.0484431385993957,0.999497890472412
"Yeah, well, heroes are great, but I'll take a blaster every time.","yeah, well, heroes are great, but I always grab a bullet.",0.7508525412620001,0.1212121212121212,0.0093897460028529,0.7164322137832642
"The next day, they wanna fuck you, and the day after that, they wanna be your pal again.","he wants to take you down the next day, and the next day he'll be your friend if you take care of him.",0.7514272699519999,0.1359223300970873,0.9989593029022216,0.000132804911118
"Look, if I was his age I'd rather be losing myself in the sky with the Surfers than sitting in a poky place like this with two battered old fogeys.","look, if I were his age, I'd much rather be running around in the sky with a surfer than he was sitting in a kind of miserable slop with two battered old ladies.",0.842741779444,0.0864197530864197,0.0062661687843501,0.9743757247924804
"'God pound it, that's what I'm doing now,' Wolf said.","'damn it, that's what I'm doing, 'Wolf growled.",0.6376739112300001,0.1111111111111111,0.0002428447041893,0.9611535668373108
"They kill a hostage so we'll know how tough they are.""",they have killed the hostages to show how they are drought.',0.644170553088,0.0983606557377049,0.8632340431213379,0.0707710683345794
"I've missed lunch, damn it, and I want you with me when I eat.","I lost my lunch, and I want you to come eat with me.",0.903605727361,0.1587301587301587,0.9828749895095824,8.572267688577995e-05
Ruin my damn life?!,you gonna ruin my life?,0.810019486694,0.1666666666666666,0.9985803365707396,0.0741942524909973
"""This foul illusion was your doing, old wizard!""","""this is your name, old wizard!""",0.723489939931,0.3265306122448979,0.893989086151123,0.0099881859496235
Chandler won't even have sex in our bathroom.,Chandler wouldn't even do it in our bathroom.,0.812002093205,0.0,0.9891870617866516,0.0001292887609452
Knock out your kids. It helps.,beat up your kids.,0.62090643122,0.3870967741935484,0.1432406902313232,0.9713165163993835
This is a black L.S.,"but, sir, this is black.",0.700943126337,0.16,0.0727065652608871,0.9625040888786316
"Come on, whackadoo, let's go. -","come on, crazy. Let's go.",0.654722760554,0.1875,0.0056251976639032,0.9870997071266174
That's the only fucking thing I'm gonna take with me from this place.,and that's the only thing I'll carry with me.,0.707915710667,0.3428571428571428,0.996720850467682,7.226950401673093e-05
And this is a boning knife.,and this is a cliffhanger.,0.604912157685,0.0357142857142857,0.6129862070083618,8.819730282993987e-05
"I've enjoyed the ever-loving shit out of you I hope you have, too.","I had a great time, and I hope you like it too.",0.701338137631,0.2835820895522388,0.9982430934906006,4.3642048694891855e-05
"And if I'm good at anything, it's sitting tight.","and if I'm really good at something, it's a fucked-up session.",0.6802217602770001,0.2222222222222222,0.0001576506183482,0.9973000884056092
Suicidal.,suicide.,0.8217454143999999,0.1,0.1974997818470001,0.982393741607666
I'm calling the fucking cops.,"hey, everybody-- - I'm gonna call the cops.",0.627026212934,0.3181818181818182,0.9973102807998656,0.0112803168594837
Hurray. I'm not a total fuck-up.,I'm not a total wreck.,0.654080419905,0.303030303030303,0.9662431478500366,7.856125012040138e-05
Mr. Fusspot took this opportunity to leap out of his basket and lick Moist’s face.,"Mr Pedant took his chance, jumped out of the basket and licked Moist's face.",0.765637967708,0.072289156626506,0.8139317035675049,0.005199113395065
Witches make sure you don't have sons.,the witches make sure they don't have sons.,0.889964492372,0.1136363636363636,0.7493816614151001,0.0818108171224594
Screw that.,fuck this shit.,0.655480520483,0.25,0.0221074167639017,0.99969744682312
"Just throw the damn ball, dogcatcher.","I'll throw a big ball, dogcatcher.",0.7711695805359999,0.0789473684210526,0.9996243715286256,0.0037483985070139
"By right thing you mean we live in the mountains, and I run around with milk spewing out of my boobs?","the right thing to do is live in the mountains, and I'd be flying around, and from the goats, would it make me milk?",0.624569928238,0.1282051282051282,0.9843336939811708,6.071031020837836e-05
Kick it here.,kick it for me.,0.7003024749760001,0.125,0.9806633591651917,0.0584244318306446
Shut up. Nobody's talking to you.,no one's talking to you.,0.757977015745,0.2647058823529412,0.999157190322876,8.045374124776572e-05
"Your body is dessert, I got it.","your body will be dessert, I understand.",0.800831430661,0.2195121951219512,0.8656829595565796,0.0356491096317768
"Fuck, that feels good. that feels good, doesn't it?","that's a really good feeling, isn't it?",0.6172744246490001,0.2307692307692307,0.9987049102783204,4.107855420443229e-05
I am going to hit Gina.,I'm going to put up one of Gina's.,0.605513076971,0.3142857142857143,0.9937217831611632,8.393502503167838e-05
"Nine months of surveillance, wiretaps, buy-busts.","nine months of tracking, listening, viewing the garbage.",0.6658888875869999,0.1228070175438596,5.302024146658368e-05,0.761420726776123
"I should as soon call her mother a wit!""",I could call her mother an ingenuity! ',0.8027759136120001,0.024390243902439,0.95305597782135,0.0010855291038751
This joker's here to change the date of the Greek concert.,this fool is here to change the date of the Greek.,0.8337442448319999,0.135593220338983,0.002635636832565,0.9986088871955872
"Now, listen to me, you Russian punk.","now, you listen to the fucking Russian.",0.86811670045,0.075,0.019480999559164,0.9994680285453796
"None but libertines delight in him, and the commendation is not in his wit, but in his villany; for he both pleases men and angers them, and then they laugh at him and beat him.","some idiots love it, but he's not even attracted to his joke, like his tip-off. He's having a little fun for a while, and when he's not beating himself up, he's beating him up.",0.673371531623,0.0056179775280898,0.0070692957378923,0.9996306896209716
"One day, you'll be in big trouble, then I'll finish you off.","one day, when you're in big trouble, I'm gonna finish you.",0.8425358362809999,0.0327868852459016,0.625506579875946,0.0444489046931266
"He's got a perfectly capable team back at Op-Center and, hell, we don't agree on much anyway.","he has a perfectly capable team at the Op-Center, and the two of us, damn it, agree with each other anyway.",0.701942605933,0.1296296296296296,0.0009366682497784,0.966735303401947
Do you want to come?,you want to fart?,0.7042895631630001,0.1428571428571428,4.711439032689668e-05,0.9774653911590576
"OK, OK, killer.","all right, all right.",0.6880622019779999,0.2727272727272727,0.9963387250900269,4.855726001551375e-05
Close your mouth.,shut your mouth!,0.870417158552,0.0555555555555555,0.037368681281805,0.9993962049484252
You could've fucking broken it!,he could have broken it!,0.835294827634,0.21875,0.9950315952301024,0.000441863463493
"I think you're nuts. No offence, kid, but you're not the best swimmer.","no offense, kid, but you're not the best swimmer.",0.8270725209309999,0.2957746478873239,0.994434893131256,0.014215875416994
"Lucy, be cool, goddamn it.","Lucy, calm down.",0.6354095861779999,0.3703703703703703,0.993430197238922,0.0005822581006214
You mean they have no business deciding whether women have a license to commit murder.,you want to say they have nothing to do with deciding whether women are authorized to commit murder.,0.832994026445,0.1386138613861386,0.5673933029174805,0.030333349481225
The kind of cold where you sneeze out of your you-know-where!,"the kind of cold you stink of your own, you know where it is!",0.773501297397,0.0,0.0003352548810653,0.631921648979187
"Just looking at all the drones, man.","I'm just looking at all the parasites, man.",0.648973007095,0.1590909090909091,5.359058195608668e-05,0.9848532676696776
"We strictly do '80s Joel music, sir. '80s Billy Joel doo-wop sucks!","we're doing strictly Joel's music from the '80s, sir.... why did you want me to...",0.666680792702,0.180722891566265,0.9929510354995728,3.616406684159301e-05
"You should let me take youdown to a firing range, really.","hmmm, I should take you down to the gun range, really.",0.6028067712799999,0.0517241379310344,0.7816658616065979,0.0119450045749545
He's a gigantic control freak.,he's a giant nut in control.,0.7736026427830001,0.064516129032258,0.1126884669065475,0.774509608745575
You'll end up fucked if you don't piss off.,you'll be in serious trouble if you don't disappear immediately.,0.608599553853,0.3230769230769231,0.9995121955871582,0.0059324633330106
"Not the ugly stuff, of course, not to their families - the spitting and cursing and the bloody messes on the highway - but there's funny stuff, too, like the time we got called out because this Amish kid was roller-skating through downtown Statler, holding on to the tail of a galloping horse and laughing like a loon.","naturally, they don't tell you the hard way, not in front of their families - about spitting, swearing, bloody accidents on the highway - because there are also funny stories, like when they called us, that an Amish boy on roller skates was holding onto the tail of a galloping horse, leaving the center of the Statler and whined like a fool.",0.843086768434,0.0699708454810495,0.0097251497209072,0.9681388139724731
"I toto bullet in the head, but hit nothing important.","I got a bullet in my head, but it went straight through, nothing important.",0.7676927933259999,0.2894736842105263,0.9830451011657716,0.1177110224962234
"And when I found out that she was gonna write some hatchet piece about what a dog I was, because I acted like a perfect gentleman on the date, she's now gonna write her column about how there are no real men left in the city.","and when I found out she was going to write about what a jerk I was, 'cause I was acting like a perfect gentleman at the meeting, so now he's writing about there's no real men in town anymore.",0.824794073856,0.1460176991150442,0.020357871428132,0.9746909141540528
"I don't know how you're gonna prove murder with two lousy bullet holes. Oh, relax.",I don't know how you want to prove a murder in two bullet holes.,0.82238708522,0.216867469879518,0.9783589243888856,0.0802075341343879
Would you have them die in vain?,would he have allowed them to die in vain?,0.868506229791,0.2325581395348837,0.9443097710609436,0.0040111844427883
No police or I die.,no police or I'm going to die.,0.937503477579,0.3548387096774194,0.3254379332065582,0.9788499474525452
You're going to negotiate with these assholes?!,will you negotiate with those voles?,0.69648523121,0.2291666666666666,0.9995344877243042,0.0004909734125249
"See, I'm not suggesting you're lying, that you're about to file a fraudulent claim... ...but forgive me if this sounds a little bit like bullshit to me.","I'm not saying you're lying and trying to make a fake claim, but forgive me, it sounds kind of like nonsense.",0.81248066159,0.2810457516339869,0.9895017743110656,0.0568204037845134
The stupid school board took away nap time in all kindergarten classes and now the kids are just going crazy by the end of the day.,"the school board canceled our lunch break, and the kids are out of their minds by the end of the day.",0.607634773205,0.2272727272727272,0.999599277973175,0.0018429084448143
Help! A woman's been strangled!,it's a strangled woman.,0.764165665484,0.25,0.0015959601150825,0.912878155708313
"Spot on, as they say in London society.","""hit the black,"" as he says in London society.",0.613494806085,0.1489361702127659,4.013711441075429e-05,0.9952398538589478
"You're the old codger, rides the Army Indian right?",that old freak who rides the Army Indian?,0.725967835801,0.1923076923076923,0.0349666029214859,0.9804617166519164
This wretch has lost all sense of our community.,this wreck has lost all love to our community.,0.7439938031919999,0.0408163265306122,0.9442949295043944,0.0002445739519316
Better he takes the honourable path and chooses to die at his own hand.,let him choose the path of honor and choose death by his own hand.,0.642781964009,0.0694444444444444,0.9779871106147766,0.4264273345470428
"""My behavior at The Black Sun to the contrary, I don't fuck every male I work with.","""no matter what I did at the Black Sun, I usually don't sleep with all the men I work with.",0.755859002772,0.0869565217391304,0.977846086025238,9.132838022196664e-05
This next song is a big fuck you to all the politicians!,the next song is a big one-out of all politicians!,0.8755148260240001,0.1052631578947368,0.9989689588546752,0.0002204547345172
He gave up and stopped talking.,he gave up and shut up.,0.6960367117030001,0.25,0.0001438949839212,0.993249535560608
I am the world's first fully-functioning homicidal artist.,I'm the first assassin in the world.,0.710578015035,0.3728813559322034,0.7565534114837646,0.2161156982183456
They just rewrote their own damn base code.,they've just rewritten their own code.,0.643395626581,0.1136363636363636,0.9971224665641784,5.711891935789026e-05
Corbie! you better fuck out of my face!,you better get out of my sight!,0.742425034876,0.2,0.999372661113739,0.007772019598633
"""Comen out, leetle rodents;' the human called in a language that the companions could not understand.","""go out, little rat,"" the man called in a language that friends could not understand.",0.730387181874,0.1568627450980392,0.000306955713313,0.9972176551818848
"Turning to the less stupid portion of our broadcast, fuel prices hit an all-time high today due to the ongoing dark matter shortage:","today, the price of fuel has reached historic highs, owing to the dwindling stock of dark matter.",0.60940614737,0.2631578947368421,0.9551411271095276,7.824163913028315e-05
It'd be a big comfort if you'd bring me a pig's trotter.,I'd be delighted if you brought me a pig's leg.,0.661855758072,0.1578947368421052,0.0227427016943693,0.8731303811073303
You have to follow the main road. Fuck!,you have to go on the main road.,0.7290673963,0.175,0.9993268251419068,5.705299190594815e-05
I suppose I am a damn fool.,I must be crazy.,0.623116797574,0.3928571428571428,0.9961740374565125,0.0171135999262332
"Oh, my God! I saw brains and blood!","for God's sake, they raped me!",0.643097773412,0.1388888888888889,0.0025097404140979,0.9938778281211852
I must be insane. Or else all these people are lunatics.,I'm crazy about you or the others.,0.648253046785,0.3859649122807017,0.9987860321998596,0.0100426264107227
"That's because you're a junkie, Papo.",because you're a Papo junkie.,0.946091491811,0.2105263157894736,0.8645491600036621,0.015474148094654
"Out of the bars, the toilets, the alleys, dames holding their skirts up so they could run faster, Missus Krodobbly who's drinking her way through the Big Depression, waitin' till the sun shines thru, and whatta you know, there's half my graduating class from Great Lakes, in dress blues with the same bedspring marks as mine, and there's longtime hookers and pockmark fags with breath smelling like the inside of a motorman's glove, old ladies from Back of the Yards, subdebs just out the movies with the sweat still cold on their thighs, gate, everybody was there.","out of the bars, the toilets, the aisles, the girls have rolled their skirts so that they can run faster, Mrs Krodobbs, who had been booed by the whole of Kristy, waited for the sun, and what you did, I saw half of my class from the Great Jezer, in the blue tubes, in the Marine uniforms, which were as set out of the harbour as mine, there were, like, an eternal hooker, and, like, a gay man who was breathing hard on you, it was like you were sniffing the inside of the driver's glove, the old lady from the bottom yard, the one that went to the cinema and had a cold sweat on their thighs, dude, everybody was there.",0.814242947847,0.0870967741935483,0.1853264272212982,0.9315930604934692
"And if this goes to trial, firm goes under.","and if there's a trial, the firm goes to hell.",0.798966009898,0.0638297872340425,6.31471848464571e-05,0.993256449699402
"My God, Alex, he's the spittin' image of his old man.","my God, Alex, it's like he's out of his fucking mind.",0.7190291703139999,0.0,0.0015413489891216,0.9972509741783142
Is bullshit. There are six journalists inside. Waiting for 15 minutes.,there's six journalists waiting for you in 50 minutes.,0.760337516966,0.2253521126760563,0.9885331392288208,6.07773290539626e-05
"Yeah, two years pussyology.",two years of writing.,0.64210100272,0.2142857142857142,0.9601184725761414,4.245731179253198e-05
That's the basic rumba.,that's the basic step of the rump.,0.849964884272,0.3142857142857143,0.000222502683755,0.9492887258529664
"""I'm a doctor, damn it, I don't need anyone to tell me if I'm sick or not.""",I don't need someone to tell me if I'm sick or not.,0.848918140248,0.3157894736842105,0.9880141615867616,0.000305777444737
The Jabberwock was not aware of his presence; it was engrossed in killing another woman.,"he was not aware of his presence, he was fully engaged in the killing of another woman.",0.7775158857500001,0.0112359550561797,0.5445941090583801,0.0181170292198658
Lock up on your way out.,shut up when you go.,0.6894586748880001,0.16,0.0014185834443196,0.9885789155960084
And I bet my ass you know what we got out here in this van.,"they're coming after us. - You know what I'm gonna do, and I bet you know what we got in the van.",0.693078298808,0.3877551020408163,0.9863923192024232,0.0002275526640005
"And you two dimwits, don't leave the cage until that backlog of repairs are finished.",and you two cimbals don't leave the cage until you've completed all repairs.,0.757059003073,0.1046511627906976,0.9802969694137572,0.0135274399071931
How do you align yourself with such a monster?,how can you support such a monster?,0.72641453583,0.2340425531914893,0.0663513913750648,0.8925800323486328
"I am not a faggot, sir.","I'm not gay, sir.",0.8022851011,0.25,0.9719647765159608,0.0082104625180363
"Guys, I'm going in. - Hurley, suck in your gut.","Hurley, squeeze your stomach.",0.706388780235,0.375,0.9989020824432372,0.0057795587927103
"I'm gonna kill you, your mama and all her bridge-playin' friends.","I could be dead, Mama and all her bridge friends.",0.7223288593330001,0.2424242424242424,0.9990274906158448,0.0419081933796405
I gotta get to L.A. I don't have time for this shit.,"I have to get to L.A., and I don't have time for this.",0.6843366551469999,0.0363636363636363,0.9987504482269288,6.317259976640344e-05
She's got to know how to end them.,he must know how to end them.,0.8488717106649999,0.1428571428571428,0.0173598118126392,0.9205217361450196
He's probably trying to hide his boner.,I guess he's trying to hide the fact that he stood up.,0.6727717078059999,0.2727272727272727,0.781547486782074,5.015285569243133e-05
They cut off their tits. They do. Gone.,"they cut their udders, really.",0.706019688591,0.225,0.9981570839881896,0.0925220474600792
"You are one strange freak, man.","you're a weirdo, dude.",0.6492471381580001,0.28125,0.9972335696220398,0.0550078749656677
Then the bullet was fired.,and then they fired the bullet.,0.89337409589,0.15625,0.0514195077121257,0.8421628475189209
"Get her, fuck, out of here!",get her out of here!,0.781080158185,0.25,0.9995630383491516,0.0272077918052673
"I think he didn't have the guts to do what we're doing, say no.","I don't think he had the balls for what we do - say ""no.""",0.7367848019750001,0.09375,0.0003198887279722,0.9971289038658142
You'll get a lot of girls killed for no good reason.,they kill a bunch of girls for nothing.,0.6758560002509999,0.2452830188679245,0.2583785653114319,0.9972911477088928
You people killed my son.,you killed my son.,0.946068251703,0.2692307692307692,0.8097273111343384,0.0273702852427959
"Mike, he's gonna bleed out.","Mike, he's bleeding.",0.817781200411,0.25,0.9687818884849548,0.0017510498873889
"With a migraine she would be of no use to either of them, and her Imitrex was sitting uselessly in the medicine cabinet back in East Stoneham.","with a migraine, she would be useless, and her imitrex lay needlessly in a pharmacy in East Stoneham.",0.749252832387,0.2867132867132867,0.0015566258225589,0.6569176912307739
"Go home, otherwise it will all be in vain.","go home, or else this mission was useless.",0.672319721201,0.0,0.0009865928441286,0.5323761105537415
"""All right, all right,"" said the like tired and fagged-out Governor.","""all right, all right,"" the Governor said wearily.",0.8138095301899999,0.2608695652173913,0.967320680618286,6.018190470058471e-05
"It's a scale, really, with a perfect mission on one end... and then a total pooch screw on the other, and we're more on this--","it's a scale, one end is a perfectly accomplished task... and the other one is when it's done on your ass, and we're closer to--",0.705932206673,0.0155038759689922,0.002111077774316,0.9936235547065736
The rest of us are just mugs.,the rest of us are only fools.,0.811222984192,0.032258064516129,0.0236896555870771,0.9994971752166748
"I mean, after what I did, that's what I fucking deserve.","after what I've done, I deserve it.",0.863936817703,0.3684210526315789,0.929191827774048,0.0001538173673907
It's dangling there like a big fat grape.,"there you go, like a fat...... grape.",0.725397221341,0.0952380952380952,0.0002115175593644,0.9722571969032288
Lou laughed in a forced whisper to keep those at a nearby table from hearing.,"""go to hell!"" Lou laughed in hushed laughter, so he could not be heard at the next table.",0.6126163190649999,0.1333333333333333,8.579382119933143e-05,0.9946328401565552
"But what you don't understand is, if we do start to fight it's not going to end until one or the other of us is dead.","you don't understand if we start a fight, it's not over until one of us is dead.",0.7915991765260001,0.3135593220338983,0.0253129284828901,0.9825953245162964
This is just some fucking sideshow to buy more time.,it's just a shambles to buy time.,0.659875431724,0.3584905660377358,0.9892812967300416,0.004538353998214
"You, sir, have got a fucking guardian angel.",you have a guardian angel over you.,0.78951896779,0.2,0.9984567165374756,6.29898568149656e-05
"Call her a Hooker, nobody has to panic.",they called her a hooker. No one needs to panic.,0.862585417388,0.1836734693877551,0.0409271791577339,0.9828407764434814
I bet you're the one with two fucking faces.,I'm tipping you two faces.,0.6788884130699999,0.4,0.9990547299385072,0.0003954745188821
Shit's about to get weird.,now it gets weird.,0.77031744917,0.2962962962962963,0.9812772870063782,9.57341690082103e-05
Fat and sloppy but heavy with armor.,"thick and thin, but heavy weaponry.",0.6933103322499999,0.027027027027027,0.9140484929084778,0.0020714262500405
Find that plant cut out its heart.,find the plant and cut her heart.,0.900079175239,0.0285714285714285,0.0008994579548016,0.981446385383606
They're happy as clams.,happy as fleas.,0.612514691123,0.3333333333333333,0.5938805341720581,0.0050041885115206
"The pressure of the taboo, the girl snaps, and kills her illegal lover.",she didn't hold such pressure and killed her lover.,0.6807693428630001,0.2777777777777778,0.978232741355896,0.0059754168614745
Goddam you.,fuck you.,0.851466684654,0.1666666666666666,0.0033669578842818,0.9996943473815918
I was surrounded by basket cases like you.,I was surrounded by nervous people like you.,0.635112052841,0.0444444444444444,0.8924362659454346,0.0010719064157456
Oh! got to kiss up to rachel. She's the hoh.,I have to kiss Rachel's ass because he's HoH.,0.646099496255,0.0217391304347826,0.0042049228213727,0.9992896318435668
Gunshot straight to the heart.,a direct hit to the heart.,0.696397243229,0.1290322580645161,0.8952540159225464,0.2429190427064895
"So, efficiently and good-naturedly, he exterminates Jews: he appreciates the music that plays in the background to pacify them; he advises the Jews not to forget their identification numbers as they go into the showers-many people, he tells them, forget their numbers, and take the wrong clothes when they come out of the showers.","and so with great dedication and love rid of the Jews: He is very receptive to the music that quietly plays in the background to reassure them, advising Jews not to forget their identifying numbers when they go to the showers - many people, he tells them, forget identification numbers and then dress the wrong dress.",0.78648244583,0.039274924471299,0.9804702401161194,0.0205765105783939
"Come on, Dad, come help me hunt for balls.","come here, Dad, help me catch those balls.",0.818905890018,0.0,0.0083455750718712,0.9921358823776244
"Now, are you a rusher... or are you a dragger... or are you gonna be on my fucking time?","so, you'll be either fast or slow or you'll be on my time!",0.6354811289310001,0.3370786516853932,0.9983721375465392,8.366939437109977e-05
We'il hang your clothes here then.,then we'll hang out with your stuff.,0.607448359594,0.054054054054054,0.9932827949523926,0.000115988557809
So you are damn well jumping out of the plane with me!,so you jump out of that plane with me.,0.7715290627760001,0.2909090909090909,0.9148131608963012,0.0007771893288008
He tried to assassinate me.,he tried to kill me.,0.905718615262,0.25,0.1910520195960998,0.986350953578949
Mardi gras day I shoot the fiyo in the name!,"on the day of Mardi Gras, I'm gonna make a fire on his behalf.",0.7854602530220001,0.2857142857142857,0.9967390894889832,0.0379880331456661
They're an Indochinese heroin cartel.,it's a heroin addict from Indochina.,0.637347287906,0.0263157894736842,0.032813973724842,0.9784164428710938
"""O BEFRIENDED STRANGER!","""oh, a friendly foreigner!",0.612391625877,0.1111111111111111,0.917568564414978,5.247322769719176e-05
"Oh, he's a pussycat.",he's a lover.,0.602134171446,0.3333333333333333,0.9990645051002502,0.008285554125905
"I'm an idiot. Finally, something we can agree on.",finally something we can agree on.,0.8058141092300001,0.3,0.9954670667648317,4.64422300865408e-05
Nobody moves.,nobody fucking move.,0.82840614436,0.3333333333333333,0.0001411849953001,0.9958829879760742
"And what are you laughing at, baby face?","what are you laughing at, midget?",0.727757071056,0.1707317073170731,0.0006690705195069,0.9942575693130492
It is idiotic to withhold facts which are bound to be uncovered sooner or later.,"it is childish to conceal the facts, which he will reveal sooner or later.",0.699105614603,0.074074074074074,0.9983412027359008,0.0016341039445251
I just don't wanna see you get your heart broken.,I just don't want to see you break your heart.,0.913265659437,0.06,0.9231159687042236,0.0180848501622676
One of these days we're gonna find you a functioning set of balls.,someday we'll find you some kind of functional ball.,0.626833071779,0.208955223880597,0.9869935512542723,0.0009009290370158
Punch me!,hit me!,0.851475255996,0.2,0.993681788444519,0.2615187466144562
"Like a damn nightmare. Show up in arizona Stealing cows,","as a nightmare, you'd start stealing cows in Arizona.",0.7884586782009999,0.0526315789473684,0.997926950454712,0.0025465313810855
He'd said he wanted to be sure it was absolutely dead.,he said he wanted the goat to be perfectly dead.,0.7396541741120001,0.109090909090909,0.0098357992246747,0.948996603488922
"I don't blame you, your dad's real hot.",no wonder your daddy is really hot.,0.65125371835,0.1,0.1010812744498252,0.9795325398445128
"That's my other cousin. But thanks for bringing that up, jackass.","that's another cousin, but thank you so much for reminding me of that.",0.7409493858920001,0.0704225352112676,0.9977783560752868,3.8074340409366414e-05
"Apparently, I bribed Swann to murder my wife so that....",he says I bribed him to kill my wife.,0.7232116834610001,0.3333333333333333,0.403773158788681,0.9795321822166444
